lang,dur
Gamit,2551.5885710000002
Gamognia,3230.6155090000007
Gam,802.429388
Ganaan,3541.446531
Ganagana,857.025306
G,11796.271022000003
gana,3259.6897959999997
Ganawuri,1209.391021
Gangam,4349.9102
Ganggai,3214.837551
Ganggalida,205.139592
Gan,9126.504488
Gangte,2513.893877
Ganza,1658.2008159999998
Gao,8300.48653
Gapa,2512.300409
Gapapaiwa,35313.867756
Garasia,6933.577142
Garea,760.137143
Garifuna,2446.628572
Garo,26256.953466000017
Garrwa,2937.2081619999994
Gavar,1642.370613
Gaviao,2129.3191839999995
Gawari,2576.9795919999997
Gawa,785.632653
Gayardilt,631.6930619999999
Gbabyi,2597.6163269999997
Gbanou,827.768163
Gban,1960.4375519999999
Gbari,4744.411428
Gbaya,2621.910205
Gbe,24175.07265200001
Gbereshe,5022.981224
Gbii,2819.082449
Gciriku,4298.866941
Gedeo,4121.155916999999
Geglep,790.9093869999999
Geji,2116.9110200000005
Gela,5544.7248979999995
Gelewa,1258.422857
Gengle,3602.573061
Gen,2258.912652
Gera,1563.4546930000001
Geremawa,8677.668568999998
Gergueko,2698.553471
Ghale,12972.538779999999
Ghanongga,5863.836736000003
Ghari,15201.593469
Ghayavi,29251.213059
Ghera,20224.548574999997
Ghorani,384.208979
Ghotuo,419.526531
Gikuyu,54265.521629
Gimi,3416.137143
Gimme,2242.5600010000003
Ginuman,5285.067753000001
Gio,2428.421224
Girawa,19922.337956
Gissi,1229.8448979999998
Gitx̱sanimx̱,3261.727347
Giziga,8316.604081000001
Gizra,1201.188572
Glavda,3641.704489
Glio,4827.8726529999985
Gnau,3503.621224
Goaria,1528.2155109999999
Gobu,1306.409796
Godwadi,1659.245715
Gofa,4828.708569999999
Gogo,52017.893877
Gogodala,29502.302043000003
Gohsave,829.439999
Gojari,1458.729795
Gojeri,1425.136326
Gokana,1690.932245
Gola,10585.155917999999
Golin,2475.702857
Gombologa,1395.069387
Gondi,22902.569788999997
Gonja,24873.874290000018
Gooniyandi,486.870204
Goran,889.730612
Gorontalo,8865.880814999999
Goto,415.973877
Gouin,4655.333875
Goula,2092.564898
Gourma,47040.54856900003
Gouro,3670.857141
Gowdalu,822.386939
Gowlan,2383.0987760000003
Goyogo̱ho,3108.8587740000003
Grangali,404.088164
Grebo,55710.249792
Greenlandic,1630.3281630000001
Gresi,1227.8073479999998
Groma,2399.79102
Gros,1409.645715
Guajajara,12659.382861000004
Guajibo,10372.545305
Guan,3460.205715
Guarani,34526.772240999984
Guarayo,6098.102858
Guarijio,2520.267755
Guatuso,2403.134694
Guayabero,2853.799183
Guaymi,2766.106122
Gubi,1239.431836
Gude,2817.7240819999997
Guduf,3563.83347
Gudu,1849.1559169999998
Guere,4538.853879000001
Guhu-Samane,4591.7257150000005
Guianese,1687.902041
Guider,16570.148570999994
Gui,413.518368
Gujarati,11725.949387000004
Gujara,711.2881639999999
Gujari,5224.986123
Guji,11470.524081
Gulaalaa,6301.701224
Gulfa,1804.695511
Gumas,383.817143
Gumatj,41071.98693699999
Gumuz,18142.693877999995
Gun,10588.316734999999
Gupapuyngu,1494.778775
Gurage,3910.582857
Guraso,3429.3289800000002
Gurawa,2358.883266
Gurenne,26881.828571999995
Gure,2582.2824490000003
Gurezi,1513.27347
Gurgula,1904.9012260000002
Gurindji,6049.90694
Gurung,62120.85551099995
Guruntum-Mbaaru,6476.591018
Gusii,36179.853060999994
Guugu-Yimidhirr,5837.897142
Guvoko,3402.971429
Guyran,836.205714
Gwabegwabe,390.530612
Gwama,1248.862041
Gwandara,15825.841634
Gwened,740.15347
Gwere,1786.1485710000002
Gwich´in,4643.422043
Gworok,2971.010612
Gyaazi,2480.95347
Ha-am,3589.4073459999995
Hadiyya,2930.0767339999998
Hadya,4152.372241
Hagaruhi,816.43102
Hahon,2175.503674
Haida,1721.7567339999998
Haigwai,589.557551
hailhzaqvla,750.341224
Hai,1091.944489
Hajong,19687.73224199999
Hakka,19921.632655
Halam,3518.798368
Halang,3861.4465359999995
Halia,923.115102
Haliti,8815.359998
Hallam,3223.196735
Halong,3897.338775
Hamtai,9002.083265
Handai,3181.2440810000003
Hanga,5424.300407999999
Hani,9947.402451999998
Hanidabo,1351.810612
Hanunoo,7288.999186
Han,883.644082
Haqniqdoq,15999.007342999997
Harakmbut,6281.038369000001
Haran,1667.709388
Hassaniyya,5209.234286999999
Hatam,2223.621224
Haununu,854.961633
Hausa,7547.454693000001
Havasupai,1351.471021
Hawaiian,427.650613
Hawrami,1901.1918349999992
Haya,2522.6187760000003
Hayu,11017.586938999999
Hazaragi,10268.159999999996
Hazong,10958.524084000004
Hedam,1203.330613
Hedi,6329.782857
Hega,4596.6889790000005
Hehe,1399.275103
Heiyoho,3873.175509
Helong,3614.8506109999994
Hema,3411.356734
Hen̓q̓emin̓em̓,1090.324898
Heso,660.871837
Hiaitiihi',3480.398367
Hidkala,2059.102041
Hills,6858.187757000001
Hindi,11826.337962000003
Hindko,89024.41795500001
Hindustani,7523.761634000002
Hinonoeitiit,1647.595102
hiraaca,772.989388
Hiri,8202.762448
Hixkaryana,23541.96898000001
Hlai,1646.706938
HLang,5152.731431
Hmar,5951.137958
Hmong,67183.33388199998
Hoava,5086.850611999999
Ho-Chunk,3562.213877
Hohumono,7775.921637999999
Hondo,1678.315102
Hopilavayi,3458.298775
Horom,6785.358369
Hotec,2731.41551
Hrangkhol,3486.4848979999997
Hre,4821.62939
Hruso,5643.258772000002
Hrvatski,10480.274287000002
Huageya,5525.002443999998
Hua,7516.7608119999995
Huambisa,855.196735
Huarijio,1610.840816
Huastec,7057.319183999998
Huave,15607.875916000005
Huichol,2145.358368
Huilliche,2421.3420400000005
Hui,9705.665306999997
Huitoto,1262.2889790000002
Hula,2499.030207
Huli,26447.699588000003
Humla,8395.363265000002
Hunjara,1647.124898
Hupa,721.449796
Hup,1673.351837
Hweang,786.3640809999999
Hwla,5179.820409000001
Hyam,12773.172243
Hyolmo,12667.742039
Iai,911.777959
Iakaikeke,865.854694
Iamalele,23599.595100999984
Iatmul,8951.797551
Ibaloi,5147.376327
Ibanag,9228.460407999999
Iban,20920.032636999997
Ibani,892.734694
Ibawana,442.958367
Ibibio,2594.3510220000003
Ibiro,2877.570612
Ibo,3847.497141000001
Iceve-Maci,3473.789388
Ichen,6113.750203999999
ichibemba,33367.79754699998
Idi,1426.99102
Idoma,3947.2326549999993
Idu-Mishmi,1710.49796
Iduna,33218.29877
Ife,16467.017137
Ifugao,36844.12082
Igala,2738.7559189999997
Igbo,4334.106121000001
Igedde,2619.533061
Ignaciano,5102.550205
Igo,2033.7371429999998
Iguta,5289.090611999999
Iha,2174.119183
Ijaw,10556.342857
Ije,2954.579592
Ik,7276.408164999999
Ikela,29145.704492
Ikiha,30229.733878999996
Ikolen,56056.372244000006
Ikoma-Nata-Isenye,2577.6326529999997
Ikom,1215.059592
Iko,832.705306
Ikwere,1322.161632
Ikwo,1640.019592
Ila,407.327347
Ilchamus,24439.32734000002
Illanon,924.499592
Ilocano,4833.593467000001
Ilokano,11391.216327999997
Ilonggo,7433.038367
Ilongot,3378.155103
Ilwana,21923.056333999994
Imandaya,3300.7281629999998
Imbongu,4994.638368000001
Inchazi,4851.435102
Indramayu,2018.533878
Inga,10472.881631000002
Inner,13318.530615000007
Inoke,11411.539590999999
Inor,2780.6824479999996
Intha,3453.074283
Inuinnaqtun,3017.142857
Inupiatun,9980.238369000002
In,1129.273469
Iowa-Oto,1492.89796
Ipiri,2887.418776
Ipugaw,11807.164078999998
Ipulo,7930.1224489999995
Iquito,1874.076735
Iranxe,809.482448
Iraya,3374.654694
Irigila,5774.628570999999
Irigwe,2560.3395909999995
Irob,2903.3012249999997
Iroroutu,2172.186122
Irula,16771.343674000003
Isamal,836.70204
Isaro-Sate,5956.440817000001
Isga,1265.031837
Ishan,8774.400001000004
Ishkashimi,387.36979599999995
Isindebele,4536.111023
isiNdebele,1596.316736
Isirawa,7265.358367
isiXhosa,21794.742858000005
isiZulu,32489.586943000002
Islander,5784.711834999999
Islenska,1586.7559180000003
Isoko,2812.9697969999997
Italian,6425.155912
Italiano,18335.190201000012
Itawes,1397.916735
Itawit,3119.3338770000005
Itbayat,1027.918368
Itcha,2394.697142
Itneg,13095.235920000003
Itonama,3452.760815
Itsekiri,2147.239184
Itza,3481.4693880000004
Iu,14148.545304000001
Ivatan,1072.796734
Ivbie,608.574694
Iwaidja,845.897143
Iwal,1005.479184
Iwam,4942.367346999999
Iwaro,2223.960816
Iwongo,1600.182857
Ixil,6616.163266
Iyara,2700.199184
Izere,5220.101224
Izzi,1319.1836739999999
Jaba,3539.304490000001
Jaban,2195.5657140000003
Jacari,844.016325
Jagalati,395.258776
Jagoi,3666.625305
Jahanka,2422.726531
Jaipuri,2781.988572
Jakalteko,5298.233468000001
Jakati,333.035102
Jakattoe,1947.872653
Jakun,2019.604898
Jamaican,1309.204898
Jamamadi,5161.430206
Jaminawa,32270.576320999997
Jamweti,3031.510204
Jandavra,2025.3257129999997
Janggali,3320.267755
Jangkang,3692.8261269999994
Jangshung,10314.971431000002
Janji,2657.7240819999997
Japanese,9426.076738000002
Japreria,2646.5959199999998
Jaqaru,2152.3330619999997
Jarai,13096.306943
Jarawa,2437.459592
Jarawan,1569.59347
Jarawara,9564.551838000003
Jarra,899.9706120000001
Jarwony,964.336326
Jaunsari,3268.8326530000004
Jawa,14767.046532999997
Jawan,2666.5534720000005
Jebero,2550.9355100000002
Je,2223.56898
Jeh,3933.6228579999993
Jejmei,2023.4448979999997
Jelai,2773.472653
Jenaama,2251.31102
Jen,4324.728164
Jera,2476.956734
Jere,2398.902857
조선말,12086.857141999999
Jiarong,2329.443265
Jibana,833.724082
Jibiyal,817.214694
Jibu,5808.039186000001
Jicaque,1585.5020409999997
Jimi,914.991021
Jingpho,9824.391838
Jino,2335.1118359999996
Jinuo,1977.70449
Jipal,1677.97551
Jirel,8894.040813000001
Jirim,5938.311836999999
Joaquiniano,715.3110200000001
Joba,1871.177143
Jo,1881.391021
Jogi,1769.116738
Joju,1625.364898
Jola,1053.204898
Jola-Fogny,7502.654697
Jola-Fonyi,14576.039190999996
Jola-Kasa,11292.212248999997
Jru,1226.501224
Juango,354.61224500000003
Jubbali,3302.582856
Ju,27282.364079999985
Jukun,15672.424489
Julakan,22078.24980100001
Jumjum,1887.2163260000002
Jur,16909.400815999994
Jwira,2368.679184
Kaapor,3889.7632660000004
Kaba,15937.280003999993
Kabalai,9406.432652999998
Kabola,6237.100408999999
Kabulowen,1722.4881629999998
Kabye,28899.86611799999
Kacecere,2797.296327
Kachama-Ganjule,2378.8146939999997
Kacipo-Balesi,23409.946127
Kadara,2447.490613
Kadar,4450.533876
Kadazan,21489.737144999985
Kadiweu,10113.671837999995
Kado,8347.872653
Kaduo,2401.906939
Kaerntnerisch,3421.022041
Kafa,23107.709382
Kagoma,2057.586939
Kagoro,1771.3371419999999
Kahugu,2623.4514280000003
Kaikadi,440.189387
Kaike,6339.265306999999
Kaili,22866.625306999984
Kaingang,25602.821223000003
Kaipeng,3365.146122
Kaipi,2692.1012250000003
Kaiso,1277.23102
Kaivi,3384.267755
Kaiwa,32428.982867999992
Kajin,320.41796
Kakabai,41815.06612499999
Kakamai,6916.623672
Kakataibo-Kashibo,1290.292245
Kakchikel,3102.1975520000005
Kako,7293.570613999999
Kakwa,35235.735511
kalaallisut,877.322449
Kalabari,2592.417959
Kalagan,3811.73551
Kala,1940.218776
Kalam,3100.238365999999
Kalamo,3356.0293859999992
Kalamse,1502.6416330000002
Kalanga,6646.857143000002
Kalangoya,3681.619592
Kalasa,20645.903673999994
Kalasha,245.916735
Kalatdlisut,817.92
Kaliai-Kove,2424.189388
Kaliko,3460.336327
Kalinga,29178.357552
Kalispel-Pend,2241.2799999999997
Kalo,904.4897970000001
Kalou,2852.8065300000003
Kaluli,8055.405715000002
Kalumpang,3377.658774
Kamaiura,5965.191836999999
Kamanawa,1835.154285
Kamano-Kafe,10917.537959
Kamantan,3098.4620430000004
Kamara,2712.032653999999
Kamasau,839.7061219999999
Kamayo,1752.6857149999996
Kambaata,2346.057144
Kambaira,781.662041
Kambatta,8455.157550999998
Kambera,5414.582856000001
Kambe,829.6751019999999
Kambole,4939.232652000001
Kambrau,2186.083265
Kambu,2487.275102
Kami,4951.196737
Kamnam,857.103673
Kamo,1704.5942850000001
Kamuku,4361.168979
Kamula,1995.284899
Kamviri,752.195918
Kamwe,3033.7567360000003
Kam,2594.9257150000003
Kanamari,3358.1714300000003
Kanasi,105179.66366700002
Kanauri,9581.766531
Kandas,1263.9085719999998
Kanembou,7324.813061000001
Kangkanai,825.025306
Kanienkeha,3459.631021
Kanikkaran,1739.31102
Kaninuwa,19439.647344000005
Kanite,1736.515919
Kanjari,12695.640818
Kanjobal,4417.828571999999
Kantosi,2606.1061219999992
Kantuk,2773.5248979999997
Kantwai,385.253877
Kanufi,2759.732244
Kanukuru,2082.1681639999997
Kanum,1701.0416329999998
Kanuri,31506.494703999993
Kanyok,1970.6253060000001
Kaonde,21236.558366999998
Kapampangan,2684.6302049999995
Kapsikye,5077.995105
Kapuas,22268.23837
Kapya,4024.9730600000003
Karaboro,6706.364082
Karaja,1801.8220410000001
Kara,13956.545305000001
Karambai,3822.680816
Karamojong,24824.29387900001
Karang,6146.951839
Karaube,453.825306
Karawa,2682.6971409999996
Karbi,9291.624489999998
Karen,92969.84815600002
Karfa,3363.918367
Karimjo,2429.805715
Karitiana,4087.0661200000004
Kari,838.347755
Kariya,1642.03102
Karmokar,10335.712651999995
Karnai,1596.499592
Karobe,861.675102
Karonika,3940.780408000001
Karon,3390.432653
Karoto,821.4465299999999
Kartaplas,1560.11102
Kartsikng,6047.555919000001
Kasem,60728.18939199999
Kasenga,455.131429
Kashinawa,14377.038365999999
Kashmiri,8462.08
Kasiguranin,3415.928161
Kasseng,1589.106939
Katang,5495.144488999998
Katarak,3698.494693
Katcha,4106.7624510000005
Kathodi,782.262857
Kati,2311.7322440000003
Katingan-Hilir,2778.488164
Katingan,2511.333876
Katla,3899.977141
Kattunayikar,6691.10857
Katu,2419.9575520000003
Kau,12607.216329000003
Kaulong,2586.6187760000003
Kauma,386.063673
Kaure,7422.61551
Kawe,927.5820409999999
Kaxuiana,930.742858
Kayabi,2613.0808180000004
Kayah,18784.313472999995
Kayam,5055.085714
Kayan,25310.48490099999
Kayaurinci,3352.032653
Kayaw,822.961632
Kayik,3540.558366
Kayort,3183.568978000001
Kayu,2805.1591829999998
Kayung,2178.899591
Kazakh,2824.5942880000002
Keakalo,5674.396735
Keaka,823.066122
Keapara,8806.243257999999
Kebar,2673.0579589999998
Kebu,20243.800826000002
Kebutu,2160.352653
Kedjirrum,967.000817
Kedzo,1721.234285
Keherara,3324.2383659999996
Kei,12271.77796
Keiyo,17306.514289999992
Kejia,5935.882449000001
Kejom,5192.881633000001
Kelabit,1249.0187770000002
Kele,2478.6546940000003
Kelong,3575.536327
Kemak,4390.269388000001
Kemedzung,5818.148571
Kemtuik,4238.158364999999
Kena,1317.459593
Kendari,1655.04
Kendem,2299.585305
Kenedibi,1311.660408
Kenga,6249.613062
Keninjal,2669.113473
Kenkera,815.725715
Kenyah,53215.68652599996
Kenyang,6931.226121
Kera,6767.673471000001
Keraikerai,8943.151014999998
Keres,7608.058775
Kerewo,5639.7322460000005
Kermanci,777.247347
Ketengban,13723.872657000007
Ketungau,2460.89143
Keveri,768.574695
Kewapi,2847.320817
Keyagana,8721.580407000001
Kgalagadi,2302.249796
Khadia,5610.3706139999995
Khaling,22516.11428200001
Khamba,5593.7044909999995
Kham,28165.041632000004
Khamet,386.61224500000003
Khamti,3019.3632659999994
Khamu,10193.632654
Khamyang,4789.106939
Khana,1261.453062
Khandesi,5380.911023000001
Khasi,28740.362448999993
Khassonke,1738.370612
Khatak,1544.881633
Khe,2626.821227
Khe-Hakka,3890.33796
Khengkha,6217.325714999999
Khisa,7413.603264
Khmu,1988.075102
Khoekhoegowab,4112.169796
Khond,831.5036729999999
Khun,1263.307755
Khwedam,762.984489
Khwe,22715.79429000002
Kianing,3037.8318360000003
Kibali,26960.561631999994
Kibangubangu,3410.364082
Kibila,4257.3844899999995
Kibira,3954.834285
Kiboma,1573.511837
Kibudu,4849.345306
Kidinga,583.732244
Kiembu,16266.997546999999
Kifulero,3157.9689780000003
Kigiryama,9336.0849
Kihavu,2459.768164
Kiholo,1167.647346
Kihungana,1422.733061
Kija,2935.7453060000003
Kijita,3667.644082
Kikalanga,2509.583673
Kikamba,46143.94776000002
Kikango,5968.535510000001
kikapu,2702.445714
Kikomo,19836.316735999997
Kikongo,12318.432653
Kikouni,1706.03102
Kikwange,1495.8236729999999
Kikweso,1581.531428
Kilaangi,41671.340407
Kilega,3771.6897959999997
Kilendu,4371.72245
Kilesi,2971.036735
Kilika,1231.229388
Kilmeri,2706.1289800000004
Kilori,424.280817
Kiloumbou,1285.7730609999999
Kilua-Kisonde,1438.2236739999998
Kiluba,15680.705311000005
Kilumbi,621.322449
Kimbote,5175.431836
Kimbuba,2532.597551
Kimbundu,1772.982857
Kimbuti,1270.0473470000002
Kimbutti,2047.791021
Kimeru,31985.528162000002
Kimwani,24438.543672000018
Kim,3980.538776
Kinabatangan,8937.142858
Kinandi,9311.059593
Kingangoulou,1628.0816320000001
Kingoli,1539.291428
Kingwana,2175.1902040000004
Kinnauri,20284.708576999994
Kinugu,852.662857
Kinyabemba,5732.597552
Kinyali,3895.9020399999995
Kinyamwezi,39769.312656
Kinyanga,1372.8653060000001
kinyaRwanda,56501.420411
KiNyaturu,26222.315104000005
Kinyisanzu,43049.32571599998
Kinzadi,278.804898
Kipende,2954.2922439999998
Kipsigis,35860.166531
Kiraman,1634.690612
Kire,15829.577145000008
Kirifi,1654.961632
Kirike,838.2171430000001
Kiriwina,8342.413066000001
kiRundi,45041.52816500002
Kisafwa,2438.321634
Kisakata,1651.0171429999998
Kisanga,2827.4938779999998
Kisar,3439.412245
KiSegeju,21039.07266000001
Kisengele,1636.4408159999998
Kisimimbi,4610.977959
Kisi,6819.239181999999
Kisonga,1728.444082
Kisonge,1035.1281629999999
Kisongola,840.515918
Kisongo,1131.676734
Kissi,44836.10122699999
Kisubi,28978.233468000002
Kisuku,2037.002449
Kisukuma,33479.000816000014
Kis,2221.740409
Kitalinga,3920.9795910000003
Kitali,1824.0
Kiteke,5684.584489999999
Kitembo,1844.897958
Kitharaka,1656.9469379999998
Kitiene,2432.2351019999996
Kitimi,2659.970612
Kituba,28259.108570000008
Kitubeta,18356.871840999996
Kiwai,21659.637556999984
Kiwenye,1000.202449
Kiwollo,2663.262041
Kiyansi,2028.1469379999999
Kiyogo,2389.7077550000004
Kizalamo,1684.636734
Kizimba,2442.8408159999994
Kizura,788.845714
Kmiai,1727.0857150000002
Koalib,10286.288974
Kobahan,2633.1689800000004
Kobon,1798.765713
Koch,1960.9338789999995
Koda,6097.632650999999
Kodei,2667.807347
Kodi,2082.45551
Koenoem,2630.530614
Kohistani,767.059592
Koho,7416.816328000002
Koiari,878.576326
Koitabu,1802.893061
Kokan,865.3583669999999
Kok,19903.346941000007
Kokborok,2754.507757
Kok-Borok,3683.2130620000003
Kokoni,771.2914280000001
Kola,6614.909390000001
Kolami,14721.750209999997
Kolana,2600.829388
Kolha,812.5910210000001
Koli,6376.306937
Kol,817.9200000000001
Koluwea,445.309388
Koma,5959.288163000002
Kombai,4316.16
Kombio,3697.0579589999998
Komering,5918.955103
Kom,13054.432650000002
Komo,2086.844081
Komso,2540.8783670000003
Konabere,3298.4032669999997
Konai,4200.9338769999995
Konda,4807.079184
KongGe,2765.4269389999995
Konjo,24265.012250000007
Konkani,19644.630205999994
Konkomba,20941.244088000007
Konni,18878.328164
Kono,54904.842432000005
Kool,3482.6448970000006
Koonzime,5742.94204
Koorete,1835.6506129999998
Koo,2194.703673
Korafe,6652.786938000001
Korafe-Yegha,916.3493880000001
Koranko,22512.457143
Koraru,1692.734694
Kora,2579.513469
Koresh-e,2017.3844879999997
Koriki,2447.8302040000003
Korku,13806.785307999999
Koro,14306.220409
Koroernoes,960.2873460000001
Koromfe,1732.414694
Koromira,4246.909387
Koromu,739.082449
Korowai,33056.809797999995
Kortala,1869.3485719999999
Korupun-Sela,3467.5461210000008
Korwa,4260.702042
Koshin,2705.110202
Kosrae,820.976327
Kotafon,2480.013062
Kota,1247.8171419999999
Kotkhai,1663.294694
Koubitcha,1756.7346939999995
Kouka,1247.7387760000001
Koulango,5707.467756
Kounoua,1305.6522450000002
Kouya,2157.191836
Kovai,13625.782857999995
Kovio,712.463674
Ko,2506.422857
Koyaga,3763.879183
Koya,18275.631022000005
Koyo,1671.13143
Kpan,6826.553469
Kpasham,2569.37796
Kpatogo,4912.6661220000005
Kpelle,28948.062042999998
Kpessi,4513.671832999998
Kploa,1501.492245
Krachi,22814.249794999992
Krahn,10418.677552
Kreyol,29824.548575
kreyol,776.150204
Krikati,2666.135509
Krim,15096.607348999996
Krio,22322.468568000004
kriolu,1197.949389
Krisa,2545.4236739999997
Krobu,2633.639184
Krongo,3266.429388
Kroo,2885.799184
Kroumen,4455.366531
Kualan,5107.200002000002
Kuanua,6614.465305000001
kuanyama,4127.634286999999
Kubing,2068.662857
Kubi,836.519183
Kucha,4239.464489999999
Kudiya,4946.782039999999
Kugama,3229.1265300000005
Kugbo,843.4155109999999
Kui,19500.277553
Kukele,4012.1730620000008
Kukna,3817.012246
Kuku,3756.930612
Kuku-Yalanji,4516.545306
Kulango,2381.4530609999997
Kulere,5922.272653
Kulfa,4374.987755
Kulina,8543.294695999999
Kulisusu,2177.0187750000005
Kulunge,5312.156733999998
Kulung,2651.167347
Kumam,370.72979599999996
Kuman,44110.02775500001
Kumbar,759.405714
Kumbewaha,3022.184491
Kumera,1786.3314289999998
Kumhali,5154.455510000001
Kuna,10331.768164000001
Kunama,7105.959185
Kunchi,1544.411429
!Kung,37825.04489300002
Kuni-Boazi,1258.5534690000002
Kunimaipa,12223.477548000004
Kunwinjku,26183.314281
Kupiya,2053.01551
Kupsapiiny,863.9216329999999
Kupto,1406.145306
Kurama,1702.713471
Kuranko,23355.167348999992
Kure,2700.852245
Kuria,16172.747752000005
Kurichia,2309.250614
Kuri,1758.928979
Kurmanci,3780.7281629999998
Kurmanji,5542.034286
Kurti,3749.3289770000006
Kurtokha,5172.532245999999
Kurukh,10357.968979
Kurumba,7795.748572000001
Kurumbas,774.373878
Kurux,1039.856327
Kusaghe,4896.339593000001
Kusal,19425.95918299999
Kushani,401.867755
Kusheen,2640.5355099999997
Kushi,1259.833469
Kusur-Myet,1211.29796
Kuteb,6909.335510999999
Kutin,836.336327
Kuturmi,4097.906937
Kuuk,2083.5004080000003
Kuuku-Yau,3719.131428
Kuvi,6840.1632660000005
Kuyigu,3281.1102050000004
‡Kvj,2527.791022
Kwaio,9399.797551000001
Kwaja,1745.7371429999998
Kwakum,1523.617959
Kwak̓wala,6136.920818
Kwala,2625.906939
Kwalmaluwapo,814.889796
KwaMashi,9507.317540999997
Kwanaula,441.861225
Kwangali,4113.711019
Kwanga,5934.106123
Kwangei,779.7289799999999
Kwang,1274.514287
Kwangwa,10049.854690999999
Kwanja,4944.013062
Kwaraae,7504.718364999998
Kware,2634.4489799999997
Kwa,3097.260408
Kwerba,3531.102043000002
Kweteberetuv,3009.6195940000002
Kwete,2731.5983690000003
Kweyol,2411.62449
Kwini,459.284898
KwinPang,805.694694
Kwomtari,3443.487347
Kwondja,1654.151837
Kwrom,5611.284899
‡Kxauǁeisi,207.46449
Kyaka,5876.845714999999
Kyak,3492.832652
Kyerung,6130.625305
Kyoli,3480.084898
Kyrgyz,3127.928161000001
Laalaa,1171.696326
Laari,31868.238363000008
Laarim,784.352653
Labogai,6035.435100999998
Labo,210.625306
Labuain,917.733877
Labuhan,5980.917551999999
Lacandon,2148.205715
Lachid,2508.3036720000005
Ladakhi,52462.680821
Lagenyan,862.8506130000001
Lagwan,1706.65796
lahatua,5999.934697000001
Lahouli,2763.7289829999995
Lahta,1989.7208139999998
Lahu,38962.886523000016
Laimbue,5789.23102
Laizo-Chin,3251.2522449999997
Laka,4612.336329000001
Lakha,4029.9624490000006
Lakhota,3368.4636729999997
Lakhotiyapi,6095.8040820000015
Lakona,3112.5420379999996
Lala-Roba,9649.998371
Lalia,805.564082
Lalla,3963.4024499999996
Lalu,3271.836735
Lama,6282.396736000001
Lamang,3720.933877
Lamap,2666.4751029999998
Lamba,37190.97469700001
Lambadi,4744.907752
Lambani,5718.831021
Lamboya,2588.05551
Lambya,1814.5697969999999
Lame,1174.204082
Lamenu,3558.034285
Lamholot,2834.7036740000003
Lamkang,2434.220408
Lamnatu,1800.9077549999997
Lamnso,15816.228573000006
Lampung,10671.307756999997
Landorgoh,20450.377139999986
Landouma,2665.822041
Langa-Langa,1766.0081640000003
Langas,2786.56
Langbasi,833.6979590000001
Lango,2704.561633
Langsu,2873.521629
Lani,16869.120001999996
Lanten,8126.040816000001
Lao,27012.67592000002
Laro,4873.691426999999
Larteh,3535.9869369999997
Laru,831.503674
Latviesu,9834.684083999999
Lauje,3547.951021
Lauli,4407.275104
Laura,2649.626121
Laur,2414.6546940000007
Lau,10254.262852
Laveh,3324.708571
Laven,817.371429
Lavongai,2512.1175490000005
Lavukaleve,870.164898
Lawa,8548.493062
Lawangan,6535.732244000001
Lea,20275.879182999997
Lebang,2792.0718369999995
Leco,5518.733066
Leelau,2616.241632
Lega-Mwenga,27115.964081000006
Leipon,1344.3657139999998
Lele,35869.62285800001
Lelemi,16213.289796000001
Lelepa,1664.261225
Lembak,2121.9004079999995
Lembena,1911.0138780000002
Lemoro,3188.48
Lenakel,6451.226124000001
Lendunga,2509.792653
Lengo,31713.541220000006
Lengua,5193.613061
Lenje,410.514286
Lenkau,804.466938
Lenyima,3442.755919
Lepcha,11579.924895999999
Lepo,2735.8302029999995
Lesser,822.439184
Letemboi,1129.247347
Letti,703.425306
Leviamb,1680.3787760000002
Lhaovo,2606.0538779999997
Lhao,6928.561632999999
Lhokpu,4099.7616290000005
Lhomi,6105.391023999999
Lhowa,10191.098776
Libango,1189.590204
Li,52460.40816099995
Libati,2384.692245
Liberian,12264.254693000003
Libido,3566.706938
Libinza,1159.079184
Libo,6300.865306999999
Libua,1702.452245
Lietuviu,9619.330609999997
Ligbi,20542.197555000006
Lihir,1215.503673
Likile,1264.43102
Likpe,2588.342858
Lik,2307.9183649999995
Likuba,2066.651429
Likwala,1942.308571
Lilam,647.6277540000001
Lilima,4325.459588000001
Limanga,8120.215512999999
Limba,23645.701226999998
Limbai,5133.714288000001
Limbu,55435.781221000034
Limbum,7396.57143
Lindunga,849.946122
Lingala,57462.334698999985
Lingelima,1649.2930609999999
Lingit,1372.264489
Linoh,2780.9697960000003
Lipoto,431.568979
Lipo,6489.155915
Lish,4155.428572
Lisu,35104.522441
Loarki,147.644082
Lobala,1616.3787750000001
Lobi,2972.6040789999997
Lodha,11531.180407
Logba,2645.6032649999997
Logea,20432.22204099999
Logo,12165.851428
Logooli,28075.128162000005
Lohar,4452.754287999999
Lokaa,2106.1746940000003
Lokele,1598.772244
Loko,15557.642444999994
Lokoya,3369.717553000001
Loksado,12066.795097999995
Lokutu,2365.910204
Lokwala,6737.763265
Lolenge,1431.013878
Lolia,4679.915102
Loloda,3454.1191859999994
Lolowodji,1492.088164
Loma,12482.768973000002
Lomia,2245.407346
Lomitawa,426.893061
Lomongo-Lonkundu,3236.702042
Lomwe,26853.79918600002
Longando,2519.8236740000007
Long,30816.862037000006
Longgu,1767.941225
Longsout,3279.0726550000004
Longuda,10653.910206999999
Loniu,2685.022041
Lonkutu,2654.7983670000003
Lontomba,7855.386121999999
Lonwolwol,1718.1779589999999
Lopawa,3140.127346
Lopevi,1531.533061
